Action ID,Announce Date,Target Ticker,Target Name,Acquirer Ticker,Announced Total Value (mil.),Payment Type,Deal Status,Completion/Termination Date,Cash Terms,Target Industry Sector
52997727,3/22/2011,FPT LN,Forth Ports Ltd,8225719Z LN,1343.4,Cash,Completed,6/3/2011,16.3,"Consumer, Non-cyclical"
44893564,1/28/2010,FPT LN,Forth Ports Ltd,,1155.5,Cash,Terminated,5/30/2010,14,"Consumer, Non-cyclical"
105091959,4/3/2015,GAME US,Shanda Games Ltd,1255273D CH,1736.57,Cash,Completed,11/19/2015,7.1,Technology
86631551,1/27/2014,GAME US,Shanda Games Ltd,,440.6,Cash,Terminated,11/30/2014,6.9,Technology
62509846,2/1/2012,GO/ LN,GlobeOp Financial Services SA,SSNC US,814.11,Cash,Completed,07/10/2012,4.85,Financial
75603728,3/31/2013,GTHE EY,Global Telecom Holding SAE,1026156Z RU,6199.06,Cash,Terminated,6/3/2013,0.7,Communications
155176929,11/8/2017,GTHE EY,Global Telecom Holding SAE,VEON US,894.46,Cash,Pending, ,7.9,Communications
145331934,6/6/2017,HAV FP,Havas SA,VIV FP,2624.88,Cash,Completed,12/14/2017,9.25,Communications
55510805,6/20/2011,HRBN US,Harbin Electric Inc,ABGLCZ HK,434.58,Cash,Completed,11/2/2011,24,Industrial
49442891,10/11/2010,HRBN US,Harbin Electric Inc,,541.39,Cash,Terminated,11/23/2010,24,Industrial
91811573,5/27/2014,HSH US,Hillshire Brands Co/The,TSN US,8396.56,Cash,Completed,08/29/2014,63,"Consumer, Non-cyclical"
94751323,7/31/2014,HYC LN,Hyder Consulting Group Holdings Ltd,1954 JP,421.81,Cash,Completed,10/17/2014,7.5,"Consumer, Non-cyclical"
93589099,7/10/2014,IND IM,Whirlpool EMEA SpA,WHR US,1727.42,Cash,Completed,12/03/2014,11,"Consumer, Cyclical"
118927116,1/13/2016,ISAGEN CB,Isagen SA ESP,,3040.43,Cash,Completed,09/14/2016,4130,Utilities
106854468,3/12/2015,ISSI US,Integrated Silicon Solution Inc,CY US,605.83,Cash,Completed,12/08/2015,23,Technology
107890540,11/17/2017,JASO US,JA Solar Holdings Co Ltd,,674.28,Cash,Pending,07/08/2018,7.55,Energy
52631793,3/8/2011,KAH LN,Kalahari Minerals Ltd,CGNPCZ CH,1127.95,Cash,Terminated,5/10/2011,2.9,Basic Materials
59837181,12/8/2011,KAH LN,Kalahari Minerals Ltd,,935.25,Cash,Completed,4/4/2012,2.4355,Basic Materials
111782941,6/6/2016,KANG US,iKang Healthcare Group Inc,,1003.52,Cash,Pending,07/08/2018,25,"Consumer, Non-cyclical"
78636590,6/24/2013,KD8 GR,Kabel Deutschland Holding AG,VOD LN,11185.66,Cash,Completed,10/14/2013,84.5,Communications
85677780,12/20/2013,KD8 GR,Kabel Deutschland Holding AG,VOD LN,2398.07,Cash,Pending, ,84.53,Communications
80402774,7/1/2013,LVB US,Steinway Musical Instruments Inc,573991Z US,473.56,Cash,Completed,09/19/2013,40,"Consumer, Cyclical"
54320389,5/9/2011,MAN GR,MAN SE,VOW GR,7418.43,Cash,Completed,6/29/2011,95,Industrial
75313948,3/22/2013,MAN GR,MAN SE,VOW GR,3694.26,Cash,Pending, ,80.89,Industrial
56064383,7/11/2011,MCC AU,Peabody Energy Australia PCI Pty Ltd,,4045.85,Cash,Completed,12/22/2011,16.25,Energy
44243527,3/30/2010,MCC AU,Peabody Energy Australia PCI Pty Ltd,BTU US,3366.92,Cash,Terminated,5/18/2010,15,Energy
125075400,4/28/2016,MDVN US,Medivation Inc,PFE US,13694.62,Cash,Completed,09/29/2016,81.5,"Consumer, Non-cyclical"
142012268,1/26/2017,MGI US,MoneyGram International Inc,EEFT US,1752.59,Cash,Terminated,04/17/2017,18,"Consumer, Non-cyclical"
48019451,9/29/2010,MTRS PZ,Munters AB,ALFA SS,869.4,Cash,Completed,12/27/2010,77,Industrial
55935398,4/8/2011,MTX SJ,Metorex Ltd,JINGRZ CH,1407.36,Cash,Completed,07/11/2011,8.9,Basic Materials
78548792,6/20/2013,NBPO LN,New Britain Palm Oil Ltd,KUL MK,1759.96,Cash,Terminated,9/5/2013,5.5,"Consumer, Non-cyclical"
97222427,10/9/2014,NBPO LN,New Britain Palm Oil Ltd,SIME MK,1970.29,Cash,Completed,3/25/2015,7.15,"Consumer, Non-cyclical"
52761009,10/11/2011,NDN US,99 Cents Only Stores LLC,,674.93,Cash,Completed,10/12/2011,22,"Consumer, Cyclical"
150609984,7/14/2017,NEFF US,Neff Corp,URI US,596.11,Cash,Completed,10/02/2017,25,"Consumer, Non-cyclical"
43519063,11/22/2010,NOVL US,Micro Focus Software Inc,ELLIOTA US,802.87,Cash,Completed,11/22/2010,6.1,Technology
116715526,10/26/2015,PBY US,Pep Boys-Manny Moe & Jack/The,IEP US,1010.48,Cash,Completed,2/4/2016,18.5,"Consumer, Cyclical"
61217075,1/30/2012,PBY US,Pep Boys-Manny Moe & Jack/The,671468Z US,1009.17,Cash,Terminated,5/29/2012,15,"Consumer, Cyclical"
91754413,5/28/2014,PDH US,PetroLogistics LP,3097Z US,1561.09,Cash,Completed,07/16/2014,14,Basic Materials
54223697,4/12/2011,PEPR NA,ProLogis European Properties,8394653Q US,882.55,Cash,Completed,05/18/2011,6.2,Financial
129483362,6/14/2016,PFL LN,Premier Farnell Ltd,AVT US,1223.56,Cash,Completed,10/18/2016,1.85,Industrial
57147066,8/23/2011,PMC US,PharMerica Corp,OCR US,700.2,Cash,Terminated,2/17/2012,15,"Consumer, Non-cyclical"
149898747,8/2/2017,PMC US,PharMerica Corp,,1383.82,Cash,Completed,12/8/2017,29.25,"Consumer, Non-cyclical"
63122092,4/4/2012,PROH MK,Proton Holdings Bhd,DRB MK,488.27,Cash,Completed,5/16/2012,5.5,"Consumer, Cyclical"
60830654,1/16/2012,PROH MK,Proton Holdings Bhd,DRB MK,411.22,Cash,Completed,1/16/2012,5.5,"Consumer, Cyclical"
46429454,5/27/2010,PWAY SP,Parkway Holdings Ltd,,2702.28,Cash,Completed,11/24/2010,3.95,"Consumer, Non-cyclical"
65410169,3/9/2012,QSFT US,Quest Software Inc/CA,DELL US,2249.52,Cash,Completed,10/01/2012,28,Technology
59981793,1/10/2012,QSR MK,QSR Brands M Holdings Bhd,,724.11,Cash,Completed,02/07/2013,6.9,"Consumer, Cyclical"
81918607,11/7/2013,RDA US,RDA Microelectronics Inc,PDCTOZ CH,625.06,Cash,Completed,07/21/2014,18.5,Technology
101680421,7/25/2014,RDGZ KZ,KazMunaiGas Exploration Production JSC,KMGZ KZ,2833.31,Cash,Terminated,1/5/2015,18.5,Energy
127437040,6/17/2016,RDGZ KZ,KazMunaiGas Exploration Production JSC,KMGZ KZ,1163.15,Cash,Terminated,8/3/2016,47.27,Energy
128900824,7/18/2016,RDI US,Reading International Inc,,479.34,Cash,Terminated,7/18/2016,17,"Consumer, Cyclical"
137273310,12/20/2016,RDI US,Reading International Inc,,569.11,Cash,Pending, ,18.5,"Consumer, Cyclical"
115497769,11/9/2015,RLD US,RealD Inc,956022Z US,537.77,Cash,Completed,3/22/2016,11,Technology
96894486,10/1/2014,RLD US,RealD Inc,0290875D US,548.03,Cash,Terminated,11/3/2014,12,Technology
66955681,7/8/2012,RON CN,RONA Inc,LOW US,2177.65,Cash,Terminated,9/17/2012,14.5,"Consumer, Cyclical"
120072893,2/3/2016,RON CN,RONA Inc,LOW US,2062.31,Cash,Completed,5/25/2016,24,"Consumer, Cyclical"
88056163,1/8/2014,RVBD US,Riverbed Technology Inc,,3373.35,Cash,Completed,12/15/2014,21,Technology
151540895,7/19/2017,SAZ GR,STADA Arzneimittel AG,,1990.72,Cash,Pending, ,74.4,"Consumer, Non-cyclical"
126145026,4/10/2017,SAZ GR,STADA Arzneimittel AG,,5685.84,Cash,Terminated,6/22/2017,65.28,"Consumer, Non-cyclical"
70842739,10/30/2012,SHF US,Schiff Nutrition International Inc,RB/ LN,1352.2,Cash,Completed,12/17/2012,42,"Consumer, Non-cyclical"
50636225,6/15/2010,SKY LN,Sky PLC,FOXA US,13150.48,Cash,Terminated,7/13/2011,7,Communications
136679903,12/9/2016,SKY LN,Sky PLC,FOXA US,22601.6,Cash,Pending,6/30/2018,10.75,Communications
45434500,3/31/2010,SPR FP,Sperian Protection SA,HON US,1362.65,Cash,Completed,10/12/2010,70,Industrial
67982487,11/19/2012,TLH CN,Talison Lithium Ltd,ROC US,672.47,Cash,Completed,12/12/2012,7.5,Basic Materials
105141648,4/7/2015,TNTE NA,TNT Express BV,FDX US,4406.23,Cash,Completed,7/4/2016,8,Industrial
61786859,2/17/2012,TNTE NA,TNT Express BV,UPS US,6853.27,Cash,Terminated,1/14/2013,9.5,Industrial
68084055,10/8/2012,TPCG US,TPC Group Inc,,918.68,Cash,Completed,12/21/2012,47.5,Basic Materials
58668919,10/24/2011,TUC US,Mac-Gray Corp,0342855Z US,463.78,Cash,Terminated,1/22/2012,17.5,"Consumer, Non-cyclical"
82598719,10/15/2013,TUC US,Mac-Gray Corp,0883166D US,856.55,Cash,Completed,1/9/2014,21.25,"Consumer, Non-cyclical"
94798496,5/20/2014,TWE AU,Treasury Wine Estates Ltd,,3412.79,Cash,Terminated,09/29/2014,5.2,"Consumer, Non-cyclical"
148638773,6/7/2017,VOC AU,Vocus Group Ltd,AFFEQTZ HK,2415.72,Cash,Terminated,08/21/2017,3.5,Communications
50156488,12/2/2010,WBDF RM,Wimm-Bill-Dann Foods OJSC,PEP US,4152.7,Cash,Completed,02/10/2011,3883.7,"Consumer, Non-cyclical"
104722407,3/28/2015,WDF IM,World Duty Free SpA,DUFN SW,2481.87,Cash,Completed,11/13/2015,10.25,"Consumer, Cyclical"
63152530,3/13/2012,WOLF US,Great Wolf Resorts Inc,730174Z US,723.77,Cash,Completed,05/07/2012,7.85,"Consumer, Cyclical"
