Action ID,Announce Date,Target Ticker,Target Name,Acquirer Ticker,Announced Total Value (mil.),Payment Type,Deal Status,Completion/Termination Date,Cash Terms,Target Industry Sector
126145026,4/10/2017,SAZ GR,STADA Arzneimittel AG,,5685.84,Cash,Terminated,6/22/2017,65.28,"Consumer, Non-cyclical"
70842739,11/15/2012,SHF US,Schiff Nutrition International Inc,RB/ LN,1352.2,Cash,Completed,12/17/2012,42,"Consumer, Non-cyclical"
70269618,10/30/2012,SHF US,Schiff Nutrition International Inc,BAYN GR,1115.83,Cash,Terminated,11/21/2012,34,"Consumer, Non-cyclical"
50636225,6/15/2010,SKY LN,Sky PLC,FOXA US,13150.48,Cash,Terminated,7/13/2011,7,Communications
136679903,12/9/2016,SKY LN,Sky PLC,FOXA US,22601.6,Cash,Pending,6/30/2018,10.75,Communications
45434500,5/19/2010,SPR FP,Sperian Protection SA,HON US,1362.65,Cash,Completed,10/12/2010,116,Industrial
44309408,3/31/2010,SPR FP,Sperian Protection SA,1709Z LN,1017.72,Cash,Terminated,9/15/2010,70,Industrial
67982487,8/23/2012,TLH CN,Talison Lithium Ltd,ROC US,672.47,Cash,Terminated,12/12/2012,6.5,Basic Materials
70921016,11/19/2012,TLH CN,Talison Lithium Ltd,0622122D CH,659.65,Cash,Completed,3/14/2013,7.5,Basic Materials
105141648,4/7/2015,TNTE NA,TNT Express BV,FDX US,4406.23,Cash,Completed,7/4/2016,8,Industrial
61786859,2/17/2012,TNTE NA,TNT Express BV,UPS US,6853.27,Cash,Terminated,1/14/2013,9.5,Industrial
68084055,8/27/2012,TPCG US,TPC Group Inc,,918.68,Cash,Completed,12/21/2012,45,Basic Materials
69599910,10/8/2012,TPCG US,TPC Group Inc,IOSP US,957.93,Cash,Terminated,12/3/2012,47.5,Basic Materials
58668919,10/24/2011,TUC US,Mac-Gray Corp,0342855Z US,463.78,Cash,Terminated,1/22/2012,17.5,"Consumer, Non-cyclical"
82598719,10/15/2013,TUC US,Mac-Gray Corp,0883166D US,856.55,Cash,Completed,1/9/2014,21.25,"Consumer, Non-cyclical"
94798496,8/11/2014,TWE AU,Treasury Wine Estates Ltd,,3412.79,Cash,Terminated,9/29/2014,5.2,"Consumer, Non-cyclical"
91440935,5/20/2014,TWE AU,Treasury Wine Estates Ltd,,3406.53,Cash,Terminated,9/29/2014,5.2,"Consumer, Non-cyclical"
148638773,7/11/2017,VOC AU,Vocus Group Ltd,AFFEQTZ HK,2415.72,Cash,Terminated,8/21/2017,3.5,Communications
144896765,6/7/2017,VOC AU,Vocus Group Ltd,KKR US,2393.65,Cash,Terminated,8/21/2017,3.5,Communications
50156488,12/2/2010,WBDF RM,Wimm-Bill-Dann Foods OJSC,PEP US,4152.7,Cash,Completed,2/3/2011,132,"Consumer, Non-cyclical"
50156756,12/2/2010,WBDF RM,Wimm-Bill-Dann Foods OJSC,PEP US,1257.7,Cash,Completed,2/10/2011,3883.7,"Consumer, Non-cyclical"
104722407,3/28/2015,WDF IM,World Duty Free SpA,DUFN SW,2481.87,Cash,Completed,8/7/2015,10.25,"Consumer, Cyclical"
104729961,3/28/2015,WDF IM,World Duty Free SpA,DUFN SW,1419.23,Cash,Completed,11/13/2015,10.25,"Consumer, Cyclical"
63152530,4/5/2012,WOLF US,Great Wolf Resorts Inc,730174Z US,723.77,Cash,Terminated,4/21/2012,7.25,"Consumer, Cyclical"
62446802,3/13/2012,WOLF US,Great Wolf Resorts Inc,APO US,743.83,Cash,Completed,5/7/2012,7.85,"Consumer, Cyclical"
