Action ID,Announce Date,Target Ticker,Target ISIN,Acquirer Ticker,Announced Total Value (mil.),Payment Type,Deal Status,Completion/Termination Date
56127457,7/13/2011,KCI US,US49460W2089,,5727.46,Cash,Completed,11/7/2011
142096943,3/15/2017,KCG US,US48244B1008,VIRT US,1328.9,Cash,Completed,7/20/2017
70479100,11/5/2012,KBW US,US4824231009,SF US,520.4,Cash and Stock,Completed,2/15/2013
137771414,5/8/2017,KATE US,US4858651098,TPR US,2353.74,Cash,Completed,7/12/2017
126751852,6/6/2016,KANG US,US45174L1089,YUNFCPZ CH,1645.41,Cash,Pending, 
111782941,8/31/2015,KANG US,US45174L1089,,1003.52,Cash,Terminated,6/7/2016
52631793,3/8/2011,KAH LN,GB00B117S132,CGNPCZ CH,1127.95,Cash,Terminated,5/10/2011
59837181,12/8/2011,KAH LN,GB00B117S132,,935.25,Cash,Completed,4/4/2012
94351630,7/30/2014,JRN US,US4811301021,SSP US,658.59,Stock,Completed,4/1/2015
129082208,7/21/2016,JOY US,US4811651086,6301 JP,3564.32,Cash,Completed,4/6/2017
84203558,11/26/2013,JOSB US,US4808381010,TLRD US,1486.07,Cash,Completed,6/19/2014
84948982,12/19/2013,JNY US,US48020T1016,9875574Z US,2199.05,Cash,Completed,4/9/2014
132827129,10/3/2016,JNS US,US47102X1054,JHG US,2640.55,Stock,Completed,5/30/2017
121644438,3/2/2016,JMI US,US47200B1044,ARR US,841.42,Cash,Completed,4/7/2016
70699870,11/12/2012,JEF US,US4723191023,LUK US,2639.39,Stock,Completed,3/1/2013
70351942,11/1/2012,JDAS US,US46612K1088,301450Z US,1856.97,Cash,Completed,12/24/2012
42879812,2/3/2010,JCQ FP,FR0000033904,9426142Q FP,523.69,Stock,Terminated,3/10/2010
49895940,11/23/2010,JCG US,US46612H4020,,2637.43,Cash,Completed,3/7/2011
96226526,9/15/2014,JAZ SM,GB00B5TMSP21,ORA FP,4752.84,Cash,Completed,8/19/2015
56591937,8/1/2011,JAWS US,    N.A.,ARCHER NO,630,Cash,Completed,8/24/2011
155691280,11/17/2017,JASO US,US4660902069,,976.71,Cash,Pending,3/31/2018
107890540,6/5/2015,JASO US,US4660902069,,674.28,Cash,Pending, 
50711463,12/23/2010,JAS US,US47758P3073,24469Z US,1618.33,Cash,Completed,3/21/2011
117118403,12/14/2015,JAH US,US4711091086,NWL US,17933.78,Cash and Stock,Completed,4/18/2016
151096235,8/28/2017,IXYS US,US46600W1062,LFUS US,719.37,Cash or Stock,Pending,3/31/2018
43653151,3/8/2010,IUSA US,US45670G1085,794708Z US,636.3,Cash,Completed,7/2/2010
46763716,7/15/2010,ITO AU,AU000000ITO7,3682Z CN,4626.45,Cash,Completed,12/20/2010
94941721,8/24/2014,ITMN US,US45884X1037,ROG SW,7807.51,Cash,Completed,9/30/2014
48613032,10/1/2010,ITCD US,US45031T8725,ELNK US,493.54,Cash,Completed,12/9/2010
116363852,2/9/2016,ITC US,US4656851056,FTS CN,11057.07,Cash and Stock,Completed,10/14/2016
110210672,7/1/2016,IT IM,IT0001465159,HEI GR,4676.82,Cash,Completed,10/12/2016
79474477,7/12/2013,ISYS LN,GB00B979H674,SU FP,4587.43,Cash and Stock,Completed,1/20/2014
103961665,3/12/2015,ISSI US,US45812P1075,,663.96,Cash,Completed,12/8/2015
106854468,5/28/2015,ISSI US,US45812P1075,CY US,605.83,Cash,Terminated,6/30/2015
49696925,11/15/2010,ISLN US,US46432L1044,EMC US,2227.96,Cash,Completed,12/22/2010
132124011,9/19/2016,ISLE US,US4645921044,ERI US,1893.62,Cash or Stock,Completed,5/2/2017
130702937,9/13/2016,ISIL US,US46069S1096,6723 JP,3002.49,Cash,Completed,2/27/2017
118927116,1/13/2016,ISAGEN CB,COE16PA00016,,3040.43,Cash,Completed,1/22/2016
125691730,1/13/2016,ISAGEN CB,COE16PA00016,,1452.94,Cash,Completed,9/14/2016
106603557,5/3/2015,IRSH US,    N.A.,656 HK,2098.01,Cash,Completed,11/20/2015
95265859,8/20/2014,IRF US,US4602541058,IFX GR,2276.75,Cash,Completed,1/14/2015
117306240,12/15/2015,IRC US,US4574612002,94269Z US,1881.52,Cash,Completed,3/31/2016
134606950,11/2/2016,IQNT US,US45825N1072,26026Z US,699.68,Cash,Completed,2/13/2017
62937473,3/29/2012,IPR LN,GB0006320161,ENGI FP,10170.95,Cash,Completed,7/2/2012
114923341,11/2/2015,IPP AU,AU000000IPP2,REA AU,410.1,Cash,Completed,2/18/2016
124641738,4/27/2016,IPIT SP,SG1BG8000003,IBREL IN,433.86,Cash,Completed,6/22/2016
110693200,8/4/2015,IPCM US,US44984A1051,TMH US,1532.06,Cash,Completed,11/24/2015
116747753,12/7/2015,IOF AU,AU000000IOF6,DXS AU,2534.21,Cash and Stock,Terminated,4/15/2016
128891158,6/30/2016,IOC US,CA4609511064,XOM US,2537.29,Stock,Completed,2/23/2017
125930025,5/20/2016,IOC US,CA4609511064,OSH AU,2139.86,Cash or Stock,Terminated,7/21/2016
102567071,2/11/2015,INXN US,NL0009693779,TCY LN,2518.72,Stock,Terminated,5/29/2015
136682429,12/21/2016,INVN US,US46123D2053,6762 JP,1264.83,Cash,Completed,5/18/2017
50471024,12/15/2010,INTU LN,GB0006834344,SPG US,11150.24,Cash,Terminated,1/11/2011
156721171,12/6/2017,INTU LN,GB0006834344,HMSO LN,10892.62,Stock,Pending,12/31/2018
125442654,5/10/2016,INN-U CN,CA45771T1324,1402062D CN,1524.17,Cash,Completed,8/19/2016
130155809,8/31/2016,ININ US,US45841V1098,GCTI US,1320.3,Cash,Completed,12/2/2016
60656060,1/7/2012,INHX US,US45719T1034,BMY US,2064.53,Cash,Completed,2/14/2012
105147132,4/7/2015,INFA US,US45666Q1022,,4894.73,Cash,Completed,8/7/2015
48311393,9/20/2010,INET US,US4606081028,,537.34,Cash,Completed,12/17/2010
93589099,7/10/2014,IND IM,IT0000076197,WHR US,1727.42,Cash,Completed,10/14/2014
93589141,7/10/2014,IND IM,IT0000076197,WHR US,676.25,Cash,Completed,12/3/2014
99950608,7/22/2014,INCARSOB MM,MX01IN2K0001,1109283Z MM,511.82,Cash,Completed,12/1/2015
71733684,12/10/2012,IN US,US4587861000,HON US,601.33,Cash,Completed,9/17/2013
125026943,5/3/2016,IMS US,US44970B1098,IQV US,12559.44,Stock,Completed,10/3/2016
128721582,7/13/2016,IMPR US,US45323J1034,129626Z US,471.97,Cash,Completed,9/16/2016
71222016,11/28/2012,IMN CN,CA4579831047,FM CN,4165.76,Cash and Stock,Completed,4/10/2013
147573057,9/22/2017,IMG LN,GB0009303123,1499371D CH,743.05,Cash,Completed,11/3/2017
120754379,2/17/2016,IM US,US4571531049,900938 CH,6133.04,Cash,Completed,12/6/2016
61089741,1/25/2012,ILMN US,US4523271090,ROG SW,6051.87,Cash,Terminated,4/20/2012
136434939,12/6/2016,IL US,US46118H1041,SNCR US,783,Cash,Completed,1/20/2017
50608048,11/15/2010,IIF AU,AU000000IIF8,,2330.2,Cash,Completed,4/4/2011
122731765,3/21/2016,IHS US,US4517341073,INFO US,9773.81,Stock,Completed,7/13/2016
106010150,4/27/2015,IGTE US,US45169U1051,CAP FP,4387.34,Cash,Completed,7/2/2015
67184031,8/6/2012,IGR AU,AU000000IGR7,SLR AU,419.1,Stock,Completed,1/21/2013
116306216,11/30/2015,IFSB SS,SE0000189946,1071Z SS,596.7,Cash,Completed,11/30/2015
49686685,11/15/2010,IFE1 GR,NL0000268456,BXB AU,1341.42,Cash,Completed,3/31/2011
64468266,5/16/2012,IDL AU,AU000000IDL7,GE US,679.07,Cash,Completed,12/4/2012
92249699,6/9/2014,IDIX US,US45166R2040,MRK US,3584.72,Cash,Completed,8/6/2014
48305433,9/20/2010,ID US,US50212A1060,SAF FP,1582.23,Cash,Completed,7/26/2011
54124955,5/2/2011,ICO US,US45928H1068,ARCH US,3148.86,Cash,Completed,6/15/2011
49628618,11/11/2010,ICL AU,AU000000ICL9,PTT TB,459.93,Cash,Completed,3/21/2011
52657705,3/8/2011,IBR SM,    N.A.,IBE SM,2228.49,Stock,Completed,7/11/2011
64825832,5/29/2012,IBI US,US4587431010,,1045.77,Cash,Completed,9/10/2012
83406229,11/5/2013,IAM MC,MA0000011488,ETISALAT UH,6809.88,Cash,Completed,5/14/2014
139903001,2/6/2017,IAE CN,CA4656761042,DLEKG IT,1074.34,Cash,Completed,5/3/2017
90501798,4/29/2014,HZN AU,AU000000HZN8,ROC AU,585.41,Stock,Terminated,8/5/2014
48550574,9/29/2010,HYC US,US44913M1053,PAY US,444.4,Stock,Completed,8/5/2011
94352920,7/31/2014,HYC LN,GB0032072174,ARCAD NA,470.55,Cash,Completed,10/17/2014
94751323,8/8/2014,HYC LN,GB0032072174,1954 JP,421.81,Cash,Terminated,9/12/2014
48953785,10/15/2010,HWK US,US4200891046,CSL US,406.34,Cash,Completed,12/2/2010
135559035,11/20/2016,HW US,US42210P1021,BLD AU,2487.7,Cash,Completed,5/8/2017
98366376,11/5/2014,HVB US,US4441721002,STL US,511.18,Stock,Completed,7/1/2015
64981336,6/1/2012,HUTC US,US4444861045,VZ US,1387.6,Cash,Completed,7/26/2012
120559114,5/22/2017,HUN US,US4470111075,CLN SW,9984.68,Stock,Terminated,10/27/2017
107535951,7/3/2015,HUM US,US4448591028,AET US,29423.56,Cash and Stock,Terminated,2/14/2017
52041298,2/14/2011,HUGH US,US4443981018,SATS US,1824.32,Cash,Completed,6/9/2011
110321626,7/30/2015,HTY LN,GB00B943Y725,APTV US,1784.8,Cash,Completed,12/21/2015
127804834,6/27/2016,HTWR US,US4223681002,MDT US,1020,Cash,Completed,8/24/2016
79352819,7/9/2013,HTSI US,US4145851097,KR US,2460.93,Cash,Completed,1/29/2014
123847650,4/11/2016,HTS US,US41902R1032,NLY US,1785.79,Cash or Stock,Completed,7/12/2016
102323672,2/5/2015,HSP US,US4410601003,PFE US,16807.25,Cash,Completed,9/3/2015
45334332,5/14/2010,HSO AU,AU000000HSO1,,2274.95,Cash,Completed,10/15/2010
148448073,7/6/2017,HSNI US,US4043031099,QVCA US,1770.68,Stock,Pending,12/31/2017
56398257,7/25/2011,HSN LN,BE0947727377,1003Z GR,930.04,Cash,Completed,11/16/2011
91811573,5/29/2014,HSH US,US4325891095,TSN US,8396.56,Cash,Completed,8/29/2014
91707246,5/27/2014,HSH US,US4325891095,PPC US,7390.86,Cash,Terminated,6/9/2014
98613712,11/11/2014,HRZL US,US44044K3095,MATX US,557.09,Cash,Completed,6/1/2015
49442891,10/11/2010,HRBN US,US41145W1099,,541.39,Cash,Terminated,11/23/2010
55510805,6/20/2011,HRBN US,US41145W1099,ABGLCZ HK,434.58,Cash,Completed,11/2/2011
116974125,12/15/2015,HPY US,US42235N1081,GPN US,4171.15,Cash and Stock,Completed,4/25/2016
104733753,3/30/2015,HPTX US,US44915N1019,HZNP US,865.97,Cash,Completed,5/8/2015
74807442,3/7/2013,HOTT US,US4413391081,9875574Z US,533.51,Cash,Completed,6/13/2013
122386567,3/14/2016,HOT US,US85590A4013,,15290.99,Cash,Terminated,3/31/2016
106158444,11/16/2015,HOT US,US85590A4013,MAR US,15158.57,Cash and Stock,Completed,9/23/2016
116079132,11/24/2015,HOPE US,US43940T1097,HAFC US,1558.08,Stock,Terminated,12/17/2015
120880900,2/19/2016,HOME LN,GB00B19NKB76,SNH GR,1441.36,Cash,Terminated,3/18/2016
116058558,2/2/2016,HOME LN,GB00B19NKB76,SBRY LN,1241.74,Cash and Stock,Completed,9/5/2016
90573301,4/30/2014,HOIL LN,JE00B2Q4TN56,0977658D VI,1883.74,Cash,Completed,7/1/2014
78775701,3/27/2012,HOGS US,US98952K1079,0812389D KY,797.02,Cash,Completed,6/28/2013
73921521,2/11/2013,HOGAB SS,SE0000232175,,1256.07,Cash,Completed,2/11/2013
74057255,2/14/2013,HNZ US,US4230741039,,27403.3,Cash,Completed,6/10/2013
109153356,7/2/2015,HNT US,US42222G1085,CNC US,6490.69,Cash and Stock,Completed,3/24/2016
59414709,11/22/2011,HMY LN,GB00B01VFV79,WRT1V FH,455.1,Cash,Completed,1/31/2012
108147172,12/8/2015,HMIN US,US43742E1029,600258 CH,1137.37,Cash,Completed,4/4/2016
108547413,6/22/2015,HME US,US4373061039,71194Z US,6811.61,Cash,Completed,10/8/2015
79968056,7/30/2013,HMA US,US4219331026,CYH US,7527.06,Cash and Stock,Completed,1/27/2014
103004083,2/22/2015,HLSSF US,KYG6648D1097,NRZ US,1296.06,Cash,Terminated,4/6/2015
94929834,8/13/2014,HLP-U CN,CA4222391035,HCN US,844.44,Cash,Completed,11/25/2014
92247401,6/9/2014,HITT US,US43365Y1047,ADI US,1956.02,Cash,Completed,7/23/2014
80841970,8/27/2013,HITK US,US42840B1017,AKRX US,491.45,Cash,Completed,4/21/2014
111314561,8/18/2015,HILL US,US25848T1097,STX US,603.26,Cash,Completed,10/7/2015
56567831,7/29/2011,HII NA,CA4368714040,9873023Z US,1803.32,Cash,Terminated,8/29/2011
81998351,7/25/2013,HIBU LN,GB0031718066,,1226.64,Cash,Completed,11/27/2013
63537871,4/19/2012,HGSI US,US4449031081,GSK LN,3012.89,Cash,Completed,8/6/2012
58057000,9/29/2011,HGIC US,US4128241043,57884Z US,758.39,Cash,Completed,5/2/2012
46677881,7/12/2010,HEW US,US42822Q1004,AON US,4628.12,Cash and Stock,Completed,10/4/2010
84195194,5/16/2014,HES NA,NL0000358125,9893005Z NA,655.69,Cash,Completed,11/3/2014
98799660,12/24/2014,HEMRAJ TB,TH0303A10Z07,WHA TB,1588.23,Cash,Completed,4/20/2015
99517956,12/3/2014,HE US,US4198701009,NEE US,4264.82,Stock,Terminated,7/18/2016
91933230,6/2/2014,HCT US,US02917R1086,VTR US,2305.39,Cash or Stock,Completed,1/20/2015
148587676,7/10/2017,HCOM US,US4200311060,CBB US,636.86,Cash or Stock,Pending,12/31/2018
68084385,8/27/2012,HCBK US,US4436831071,MTB US,5314.17,Cash or Stock,Completed,11/2/2015
145331934,6/6/2017,HAV FP,FR0000121881,VIV FP,2624.88,Cash,Completed,7/3/2017
97628379,10/17/2014,HAV FP,FR0000121881,BOL FP,1807.57,Stock,Completed,1/14/2015
145406894,6/6/2017,HAV FP,FR0000121881,VIV FP,1784.92,Cash,Pending, 
135099417,11/14/2016,HAR US,US4130861093,005930 KS,8651.01,Cash,Completed,3/13/2017
48846197,10/11/2010,GYMB US,US4037771056,6821Z US,1673.27,Cash,Completed,11/24/2010
148595956,5/31/2016,GXP US,US3911641005,WR US,8944.82,Stock,Pending,6/30/2018
81739927,9/23/2013,GWAY US,US39679B1035,389272Z US,595.46,Cash,Completed,11/5/2013
68529210,9/7/2012,GW CN,CA36485M1095,,970.75,Cash,Completed,11/16/2012
105870913,4/23/2015,GTU-U CN,CA1535461067,PHYS US,842.9,Stock,Completed,1/20/2016
91291459,6/16/2014,GTIV US,US37247A1025,KND US,1823.47,Cash and Stock,Completed,2/3/2015
106197757,4/29/2015,GTI US,US3843131026,BAM/A CN,1058,Cash,Completed,8/17/2015
75603728,3/31/2013,GTHE EY,EGS74081C018,1026156Z RU,6199.06,Cash,Terminated,6/3/2013
155176929,11/8/2017,GTHE EY,EGS74081C018,VEON US,894.46,Cash,Pending, 
143925331,4/18/2017,GTCAP PM,PHY290451046,1039745D PM,436.99,Cash,Pending, 
104729757,3/30/2015,GTC PW,PLGTC0000037,71194Z US,1009.92,Cash,Completed,6/15/2015
145935250,5/23/2017,GSOL US,BMG393001018,1511827D BH,484.45,Cash,Completed,8/29/2017
53153389,3/28/2011,GSIC US,US36238G1022,EBAY US,1908.57,Cash,Completed,6/20/2011
96226838,9/16/2014,GRT US,US3793021029,WPG US,3867.66,Cash and Stock,Completed,1/16/2015
55294050,6/14/2011,GRM US,US3847011083,3589489Z NZ,4365.07,Cash,Completed,9/9/2011
53640824,4/13/2011,GRM US,US3847011083,SLGN US,4002.17,Cash and Stock,Terminated,6/17/2011
57878210,9/21/2011,GR US,US3823881061,UTX US,17975.13,Cash,Completed,7/27/2012
91392975,5/27/2014,GPACK SP,SG1I78884307,KKR US,1114.25,Cash,Completed,9/15/2014
62509846,3/14/2012,GO/ LN,LU0311272891,SSNC US,814.11,Cash,Completed,7/10/2012
61292993,2/1/2012,GO/ LN,LU0311272891,8818Z US,813.94,Cash,Terminated,7/10/2012
133884175,10/23/2016,GNW US,US37247D1063,715 HK,2705.97,Cash,Pending,12/31/2017
61055953,1/24/2012,GND CN,CA37232H1047,SMTC US,456.62,Cash,Completed,3/23/2012
143319619,4/4/2017,GNCMA US,US3693851095,QVCA US,2276.7,Cash,Pending,3/31/2018
70063307,10/22/2012,GNC AU,AU000000GNC9,ADM US,2928.41,Cash,Terminated,11/29/2013
45757488,6/2/2010,GNA CN,CA37373P1053,GGBR4 BZ,1607.07,Cash,Completed,9/1/2010
65919502,6/29/2012,GMODELOC MM,MXP4833F1044,ABI BB,17231.3,Cash,Completed,6/4/2013
116762579,12/7/2015,GMCR US,US49271M1009,,14065.46,Cash,Completed,3/4/2016
134503234,7/14/2017,GLP SP,SG2C26962630,,16019.1,Cash,Pending,4/14/2018
99273613,11/28/2014,GLN CN,CA3789131073,BCE CN,569.41,Cash or Stock,Completed,5/22/2015
45361102,5/17/2010,GLG US,US37929X1072,EMG LN,1130.59,Cash,Completed,10/14/2010
138555290,3/7/2017,GLBL US,US88104M1018,BAM/A CN,954.09,Cash,Pending,12/29/2017
53570228,4/11/2011,GLBC US,BMG3921A1751,LVLT US,2451.4,Stock,Completed,10/5/2011
129552586,7/29/2016,GKP LN,BMG4209G2077,DNO NO,801.75,Cash and Stock,Pending, 
130480809,8/16/2016,GK US,US3612681052,CTAS US,2144.35,Cash,Completed,3/22/2017
84700562,12/8/2013,GIVN US,IL0010865371,COV US,869.37,Cash,Completed,2/28/2014
50616597,12/21/2010,GIR AU,AU000000GIR7,AGO AU,758.23,Stock,Completed,4/8/2011
146723476,10/26/2017,GIMO US,US37518B1026,978325Z US,1200.56,Cash,Pending,3/31/2018
47215407,3/8/2010,GGP US,US36174X1019,,30713.63,Cash,Completed,8/19/2010
120818244,2/18/2016,GFT FP,FR0000079600,VIV FP,493.41,Cash,Completed,7/26/2016
99328752,12/1/2014,GFJ GR,LU0269583422,VNA GR,10215.59,Cash and Stock,Completed,3/11/2015
94302095,7/30/2014,GFIG US,US3616522096,CME US,746.12,Cash and Stock,Terminated,1/30/2015
90450593,5/16/2014,GFF AU,AU000000GFF8,,1618.79,Cash,Completed,3/20/2015
106516962,5/6/2015,GEVA US,US87159A1034,ALXN US,7940.65,Cash and Stock,Completed,6/24/2015
66645310,7/23/2012,GEOY US,US37250W1080,DGI US,813.75,Cash or Stock,Completed,2/1/2013
63711666,4/25/2012,GEOI US,US3724761016,HK US,952.56,Cash and Stock,Completed,8/1/2012
47822368,8/29/2010,GENZ US,US3729171047,SAN FP,19641.43,Cash,Completed,4/11/2011
85239371,12/19/2013,GENTY US,US37250B1044,JAZZ US,852.7,Cash,Completed,4/14/2014
51191418,11/17/2010,GENP FP,FR0000065674,3094932Z SW,572.71,Cash,Completed,3/31/2011
54522257,5/16/2011,GDO AU,AU000000GDO5,,401.38,Cash,Completed,12/15/2011
60235630,12/22/2011,GCL AU,AU000000GCL3,1171 HK,1299.31,Stock,Completed,7/11/2012
148717478,7/12/2017,GCHE RM,RU000A0JL4R1,,1407.86,Cash,Pending, 
72051571,12/18/2012,GBX US,US3936571013,ARII US,537.49,Cash,Terminated,12/21/2012
123840618,4/11/2016,GATE SW,CH0100185955,HNAGRZ CH,1926.38,Cash,Completed,4/27/2017
111495036,8/24/2015,GAS US,US0012041069,SO US,11936.79,Cash,Completed,7/1/2016
55415397,6/14/2011,GAPB MM,MX01GA000004,GMEXICOB MM,527.76,Cash,Terminated,3/29/2012
105091959,4/3/2015,GAME US,US81941U1051,1255273D CH,1736.57,Cash,Completed,11/19/2015
86631551,1/27/2014,GAME US,US81941U1051,,440.6,Cash,Terminated,11/30/2014
84148363,3/16/2014,GA US,US3745111035,,928.1,Cash,Completed,7/21/2014
66205882,7/9/2012,FXAI US,US3612021044,TRI CN,626.45,Cash,Completed,9/14/2012
53754957,4/17/2011,FWM CN,CA3069051009,CS CN,644.15,Cash and Stock,Completed,6/23/2011
86164472,1/13/2014,FWLT US,CH0018666781,AMFW LN,2686.46,Cash or Stock,Completed,12/4/2014
90466499,4/28/2014,FURX US,US36106P1012,FRX US,1246.88,Cash,Completed,7/2/2014
79307593,7/8/2013,FTRN FP,FR0011284991,MQG AU,437,Cash,Terminated,7/8/2013
52230193,2/22/2011,FTO US,US35914P1057,HFC US,2609.54,Stock,Completed,7/1/2011
68214415,8/30/2012,FSR US,LU0490650438,VR US,593.99,Cash and Stock,Completed,11/30/2012
102693468,3/2/2015,FSL US,BMG3727Q1015,NXPI US,15768.7,Cash and Stock,Completed,12/8/2015
87516554,2/18/2014,FRX US,US3458381064,AGN US,20781.04,Cash and Stock,Completed,7/1/2014
136370297,12/5/2016,FRP US,US3055603027,CNSL US,1418.38,Stock,Completed,7/5/2017
109138638,7/2/2015,FRNT NO,US35922M1027,FRO US,1595.78,Stock,Completed,12/1/2015
51812637,2/3/2011,FRG CN,CA3590321095,NEM US,2019.79,Cash,Completed,4/11/2011
142476245,3/22/2017,FRC CN,CA1388731046,TCW CN,513.35,Stock,Completed,6/8/2017
52997727,3/22/2011,FPT LN,GB0003473104,8225719Z LN,1343.4,Cash,Completed,6/3/2011
44893564,1/28/2010,FPT LN,GB0003473104,,1155.5,Cash,Terminated,5/30/2010
144271615,6/28/2017,FPO US,US33610F1093,GOV US,1285.13,Cash,Completed,10/2/2017
68657753,9/11/2012,FPA NZ,NZFPAE0001S2,HRGCZ CH,1039.41,Cash,Completed,11/28/2012
98286189,11/4/2014,FORT SP,SG2B67958415,NANFUN HK,849.4,Cash,Completed,2/13/2015
143857542,4/13/2017,FOR US,US3462321015,17274Z US,667.11,Cash,Terminated,6/29/2017
50981870,6/25/2010,FOLLI GA,GRS287003016,FFGRP GA,1491.08,Stock,Completed,12/31/2010
74655690,3/4/2013,FOE US,US3154051003,SHLM US,874.99,Cash and Stock,Terminated,7/2/2013
44004368,3/23/2010,FNX CN,CA30253R1010,QUX CN,1167.01,Cash and Stock,Completed,5/28/2010
70825304,11/15/2012,FNN SP,SG1T58930911,,12684.98,Cash,Terminated,1/21/2013
68772065,9/13/2012,FNN SP,SG1T58930911,THBEV SP,8576.36,Cash,Completed,2/18/2013
112885301,10/30/2015,FNFG US,US33582V1089,KEY US,3992.36,Cash and Stock,Completed,8/1/2016
59483598,11/25/2011,FMS AU,AU000000FMS9,MAGN RM,494.87,Cash,Terminated,7/2/2012
119512545,1/25/2016,FMER US,US3379151026,HBAN US,3760.32,Cash and Stock,Completed,8/17/2016
67648168,8/13/2012,FMCN US,US34415V1098,,3427.06,Cash,Completed,5/24/2013
129644135,8/1/2016,FLTX US,IE00B4XKTT64,VZ US,2188.25,Cash,Completed,11/7/2016
99050897,12/2/2014,FLG LN,GG00B62W2327,AV/ LN,8518.71,Stock,Completed,4/13/2015
79752722,7/23/2013,FIRE US,US83616T1088,CSCO US,2185.23,Cash,Completed,10/8/2013
92521446,6/16/2014,FIO US,US36112J1079,SNDK US,1053.37,Cash,Completed,7/23/2014
140387509,2/14/2017,FIG US,US34958B1061,9984 JP,3119.26,Cash,Pending,12/31/2017
139943765,5/24/2017,FGL US,US3157851052,,1819.79,Cash,Completed,12/1/2017
115495051,11/9/2015,FGL US,US3157851052,1083236D CH,1572.88,Cash,Terminated,4/17/2017
136666931,12/9/2016,FFY ID,IE0003295239,8053 JP,879.94,Cash,Completed,2/20/2017
88409926,3/10/2014,FFY ID,IE0003295239,CQB US,499.51,Stock,Terminated,10/27/2014
61818505,2/20/2012,FES CN,CA3394571036,URS US,1351.83,Cash,Completed,5/18/2012
126272547,5/27/2016,FEIC US,US30241L1098,TMO US,4071.48,Cash,Completed,9/21/2016
97682707,5/6/2015,FEC CN,CA35905B1076,,5757.48,Cash,Terminated,7/9/2015
94598504,8/18/2014,FDO US,US3070001090,DG US,9721.49,Cash,Terminated,1/30/2015
94184736,7/28/2014,FDO US,US3070001090,DLTR US,8944.66,Cash and Stock,Completed,7/7/2015
52114212,2/15/2011,FDO US,US3070001090,3082712Z US,7709.56,Cash,Terminated,9/29/2011
116825316,12/8/2015,FCS US,US3037261035,,2413.56,Cash,Terminated,9/19/2016
114118997,11/18/2015,FCS US,US3037261035,ON US,2222.78,Cash,Completed,9/20/2016
144198783,4/24/2017,FCH US,US31430F1012,RLJ US,2451.56,Stock,Completed,9/1/2017
140664693,4/25/2017,FCH US,US31430F1012,AHT US,2413.97,Cash and Stock,Terminated,5/3/2017
120153618,3/4/2016,FCC SM,ES0122060314,1109283Z MM,6918.89,Cash,Completed,7/15/2016
92351766,6/11/2014,FCBN US,US3194601015,FCNCA US,616.6,Cash and Stock,Completed,10/1/2014
86632193,1/28/2014,FCAM LN,GB0004658141,BMO CN,1155.19,Cash,Completed,5/8/2014
54530329,5/16/2011,FANH US,US30712A1034,,626.96,Cash,Terminated,5/16/2011
43686904,3/9/2010,FACT US,US30303Q1031,ABT US,402,Cash,Completed,4/22/2010
113229252,9/30/2015,EZCH IT,IL0010825441,MLNX US,582.01,Cash,Completed,2/25/2016
59931854,12/8/2011,EXT AU,AU000000EXT7,,1190.03,Cash,Completed,4/17/2012
105346509,4/10/2015,EXL US,US30068C1099,BX US,1828.52,Cash,Completed,8/3/2015
142859491,3/29/2017,EXAR US,US3006451088,MXL US,445.98,Cash,Completed,5/12/2017
124646850,4/27/2016,EXAM US,US30066A1051,24469Z US,2006.59,Cash,Completed,7/28/2016
93607411,10/9/2014,EXACT NA,NL0000350361,6212Z LN,914.86,Cash,Completed,3/31/2015
154198121,10/23/2017,EXAC US,US30064E1091,8818Z US,739.92,Cash,Pending,3/31/2018
45700211,6/1/2010,EVVV US,US26928A2006,COV US,2489.97,Cash,Completed,7/13/2010
129267119,8/8/2016,EVER US,US29977G1022,2152Z US,2487.72,Cash,Completed,6/9/2017
133836920,10/21/2016,EVDY US,US3004151060,JCOM US,437.54,Cash,Completed,12/6/2016
80587318,8/19/2013,EVAC US,US2817361080,ATCOA SS,1292.75,Cash,Completed,1/10/2014
50087155,12/1/2010,EURX US,NL0000886448,4629351Z CN,586.51,Cash,Completed,3/2/2011
78317909,6/11/2013,EUROB GA,GRS323003012,HFSF GA,7753.02,Cash,Completed,6/19/2013
57281561,8/29/2011,EUROB GA,GRS323003012,ALPHA GA,1493.83,Stock,Terminated,5/22/2012
69564318,10/5/2012,EUROB GA,GRS323003012,ETE GA,673.15,Stock,Completed,3/11/2013
85016892,4/16/2013,ETE GA,GRS003003027,HFSF GA,12852.55,Cash,Completed,6/27/2013
77773518,6/4/2013,ET US,US30064K1051,CRM US,2419.42,Cash,Completed,7/12/2013
126605033,7/1/2016,ESTC3 BZ,BRESTCACNOR5,KROT3 BZ,1728.83,Cash and Stock,Terminated,6/29/2017
56234981,7/18/2011,ESG AU,AU000000ESG4,STO AU,587.78,Stock,Completed,11/22/2011
87654996,2/20/2014,ESC US,US2910051067,BKD US,5232.05,Stock,Completed,7/31/2014
107211645,5/21/2015,EROC US,US26985R1041,VNRSQ US,605.45,Stock,Completed,10/9/2015
132429861,8/1/2016,ERA FP,FR0000131757,1364501D FP,1378.5,Cash,Completed,9/2/2016
135256967,11/14/2016,EQY US,US2947521009,REG US,5892.22,Stock,Completed,3/2/2017
53926805,4/25/2011,EQN CN,CA29445L2049,ABX CN,7811.1,Cash,Completed,7/21/2011
53373262,4/3/2011,EQN CN,CA29445L2049,1208 HK,6262.28,Cash,Terminated,4/26/2011
